Reptér neve,Település,Ország,Azonosító,Szélesség,Hosszúság
Usinsk Airport,Usinsk,Russia,USK,66.00469971,57.36719894
Pechora Airport,Pechora,Russia,PEX,65.12110138,57.13079834
Naryan Mar Airport,Naryan-Mar,Russia,NNM,67.63999939,53.12189865
Pskov Airport,Pskov,Russia,PKV,57.78390121,28.39559937
Kogalym International Airport,Kogalym,Russia,KGP,62.19039917,74.53379822
Yemelyanovo Airport,Krasnoyarsk,Russia,KJA,56.172901,92.493301
Sary-Arka Airport,Karaganda,Kazakhstan,KGF,49.67079926,73.33439636
Uray Airport,Uraj,Russia,URJ,60.10329819,64.8266983
Ivanovo South Airport,Ivanovo,Russia,IWA,56.93939972,40.94079971
Longjia Airport,Changchun,China,CGQ,43.99620056,125.6849976
Niigata Airport,Niigata,Japan,KIJ,37.95589828,139.1210022
Johnston Atoll Airport,Johnston Island,Johnston Atoll,JON,16.72859955,-169.5339966
Smith Field,Fort Wayne IN,United States,SMD,41.14339828,-85.15280151
California Redwood Coast-Humboldt County Airport,Arcata CA,United States,ACV,40.978101,-124.109
Albert J Ellis Airport,Jacksonville NC,United States,OAJ,34.82920074,-77.61209869
Tuscaloosa Regional Airport,Tuscaloosa AL,United States,TCL,33.22060013,-87.61139679
Dubuque Regional Airport,Dubuque IA,United States,DBQ,42.40200043,-90.70950317
Shun Tak Heliport,Hong Kong,Hong Kong,HHP,22.28937149,114.152153
Uru Harbour Airport,Atoifi,Solomon Islands,ATD,-8.87333,161.011002
Gwaunaru'u Airport,Auki,Solomon Islands,AKS,-8.70257,160.682007
Ballalae Airport,Ballalae,Solomon Islands,BAS,-6.990745,155.886656
Fera/Maringe Airport,Fera Island,Solomon Islands,FRE,-8.1075,159.576996
Babanakira Airport,Mbambanakira,Solomon Islands,MBU,-9.74750042,159.8390045
Ngorangora Airport,Kirakira,Solomon Islands,IRA,-10.44970036,161.897995
Santa Cruz/Graciosa Bay/Luova Airport,Santa Cruz/Graciosa Bay/Luova,Solomon Islands,SCZ,-10.72029972,165.7949982
Munda Airport,Munda,Solomon Islands,MUA,-8.327969551,157.2630005
Nusatupe Airport,Gizo,Solomon Islands,GZO,-8.097780228,156.8639984
Mono Airport,Stirling Island,Solomon Islands,MNY,-7.416940212,155.5650024
Rennell/Tingoa Airport,Rennell Island,Solomon Islands,RNL,-11.53390026,160.0630035
Marau Airport,Marau,Solomon Islands,RUS,-9.86166954,160.8249969
Suavanao Airport,Suavanao,Solomon Islands,VAO,-7.585559845,158.7310028
Kaghau Airport,Kagau Island,Solomon Islands,KGE,-7.3305,157.585
Ramata Airport,Ramata,Solomon Islands,RBV,-8.168060303,157.6430054
Buka Airport,Buka Island,Papua New Guinea,BUA,-5.422319889,154.6730042
Chimbu Airport,Kundiawa,Papua New Guinea,CMU,-6.024290085,144.970993
Daru Airport,Daru,Papua New Guinea,DAU,-9.086759567,143.2079926
Gurney Airport,Gurney,Papua New Guinea,GUR,-10.3114996,150.3339996
Girua Airport,Girua,Papua New Guinea,PNP,-8.80453968,148.3090057
Kimbe Airport,Hoskins,Papua New Guinea,HKN,-5.462170124,150.4049988
Kiunga Airport,Kiunga,Papua New Guinea,UNG,-6.125710011,141.2819977
Kikori Airport,Kikori,Papua New Guinea,KRI,-7.424379826,144.2500763
Kerema Airport,Kerema,Papua New Guinea,KMA,-7.963610172,145.7709961
Kavieng Airport,Kavieng,Papua New Guinea,KVG,-2.579400063,150.8079987
Mendi Airport,Mendi,Papua New Guinea,MDU,-6.14774,143.656998
Momote Airport,Momote,Papua New Guinea,MAS,-2.06189,147.423996
Moro Airport,Moro,Papua New Guinea,MXH,-6.363329887,143.2380066
Misima Island Airport,Misima Island,Papua New Guinea,MIS,-10.6892004,152.8379974
Tari Airport,Tari,Papua New Guinea,TIZ,-5.84499979,142.947998
Tabubil Airport,Tabubil,Papua New Guinea,TBG,-5.27861,141.225998
Tokua Airport,Tokua,Papua New Guinea,RAB,-4.340459824,152.3800049
Vanimo Airport,Vanimo,Papua New Guinea,VAI,-2.6926,141.3028
Wapenamanda Airport,Wapenamanda,Papua New Guinea,WBM,-5.643300056,143.8950043
Alluitsup Paa Heliport,Alluitsup Paa,Greenland,LLU,60.46445,-45.56917
Neerlerit Inaat Airport,Neerlerit Inaat,Greenland,CNP,70.74310303,-22.65049934
Paamiut Heliport,Paamiut,Greenland,JFR,61.99219894,-49.66249847
Qeqertarsuaq Heliport,Qeqertarsuaq Airport,Greenland,JGO,69.25118199,-53.51487637
Qaqortoq Heliport,Qaqortoq,Greenland,JJU,60.71568416,-46.02991864
Maniitsoq Airport,Maniitsoq,Greenland,JSU,65.41249847,-52.93939972
Nanortalik Heliport,Nanortalik,Greenland,JNN,60.14188398,-45.23297668
Narsaq Heliport,Narsaq,Greenland,JNS,60.91728273,-46.05992317
Qaanaaq Airport,Qaanaaq,Greenland,NAQ,77.48860168,-69.38870239
Sisimiut Airport,Sisimiut,Greenland,JHS,66.95130157,-53.72930145
Upernavik Airport,Upernavik,Greenland,JUV,72.79019928,-56.13059998
Qaarsut Airport,Uummannaq,Greenland,JQA,70.73419952,-52.69620132
Grímsey Airport,Grímsey,Iceland,GRY,66.5458,-18.0173
Thorshofn Airport,Thorshofn,Iceland,THO,66.21849823,-15.3355999
Vopnafjörður Airport,Vopnafjörður,Iceland,VPN,65.72059631,-14.85060024
Whistler/Green Lake Water Aerodrome,Whistler,Canada,YWS,50.14360046,-122.9489975
Anahim Lake Airport,Anahim Lake,Canada,YAA,52.45249939,-125.3030014
Williams Harbour Airport,Williams Harbour,Canada,YWM,52.56689835,-55.78469849
St. Lewis (Fox Harbour) Airport,St. Lewis,Canada,YFX,52.37279892,-55.6739006
Port Hope Simpson Airport,Port Hope Simpson,Canada,YHA,52.52809906,-56.28609848
Rigolet Airport,Rigolet,Canada,YRG,54.17969894,-58.45750046
Colville Lake Airport,Colville Lake,Canada,YCK,67.0392,-126.08
Whatì Airport,Whatì,Canada,YLE,63.13169861,-117.2460022
Summer Beaver Airport,Summer Beaver,Canada,SUR,52.70859909,-88.54190063
Wapekeka Airport,Angling Lake,Canada,YAX,53.8492012,-89.57939911
Wunnumin Lake Airport,Wunnumin Lake,Canada,WNN,52.89390182,-89.28919983
North Spirit Lake Airport,North Spirit Lake,Canada,YNO,52.49000168,-92.97109985
Bearskin Lake Airport,Bearskin Lake,Canada,XBE,53.96559906,-91.02719879
Kingfisher Lake Airport,Kingfisher Lake,Canada,KIF,53.01250076,-89.8553009
Ogoki Post Airport,Ogoki Post,Canada,YOG,51.65859985,-85.90170288
Poplar Hill Airport,Poplar Hill,Canada,YHP,52.1133,-94.2556
Chisasibi Airport,Chisasibi,Canada,YKU,53.80559921,-78.91690063
Tête-à-la-Baleine Airport,Tête-à-la-Baleine,Canada,ZTB,50.67440033,-59.38359833
La Tabatière Airport,La Tabatière,Canada,ZLT,50.8307991,-58.9756012
Cat Lake Airport,Cat Lake,Canada,YAC,51.72719955,-91.82440186
Fort Frances Municipal Airport,Fort Frances,Canada,YAG,48.65420151,-93.43969727
Kasabonika Airport,Kasabonika,Canada,XKS,53.52470016,-88.64279938
Kangirsuk Airport,Kangirsuk,Canada,YKG,60.02719879,-69.99919891
Attawapiskat Airport,Attawapiskat,Canada,YAT,52.92750168,-82.43190002
Uranium City Airport,Uranium City,Canada,YBE,59.56140137,-108.4810028
Lourdes de Blanc Sablon Airport,Lourdes-De-Blanc-Sablon,Canada,YBX,51.4435997,-57.18529892
Cartwright Airport,Cartwright,Canada,YRF,53.68280029,-57.04190063
Chesterfield Inlet Airport,Chesterfield Inlet,Canada,YCS,63.34690094,-90.73110199
Nain Airport,Nain,Canada,YDP,56.54919815,-61.68030167
Fort Severn Airport,Fort Severn,Canada,YER,56.01890182,-87.67610168
Fort Albany Airport,Fort Albany,Canada,YFA,52.20140076,-81.69689941
Fort Hope Airport,Fort Hope,Canada,YFH,51.56190109,-87.90779877
Makkovik Airport,Makkovik,Canada,YMN,55.07690048,-59.18640137
Texada Gillies Bay Airport,Texada,Canada,YGB,49.69419861,-124.5179977
Gods Lake Narrows Airport,Gods Lake Narrows,Canada,YGO,54.55889893,-94.49140167
Igloolik Airport,Igloolik,Canada,YGT,69.36470032,-81.81610107
Kuujjuarapik Airport,Kuujjuarapik,Canada,YGW,55.2818985,-77.76529694
Gillam Airport,Gillam,Canada,YGX,56.35749817,-94.71060181
Grise Fiord Airport,Grise Fiord,Canada,YGZ,76.42610168,-82.90920258
Quaqtaq Airport,Quaqtaq,Canada,YQC,61.04639816,-69.61779785
Vancouver Harbour Water Aerodrome,Vancouver,Canada,CXH,49.29439926,-123.1110001
Nemiscau Airport,Nemiscau,Canada,YNS,51.69110107,-76.13559723
Hopedale Airport,Hopedale,Canada,YHO,55.44829941,-60.22859955
Chevery Airport,Chevery,Canada,YHR,50.46889877,-59.63669968
Ivujivik Airport,Ivujivik,Canada,YIK,62.41730118,-77.9253006
Island Lake Airport,Island Lake,Canada,YIV,53.85720062,-94.6536026
Akulivik Airport,Akulivik,Canada,AKV,60.8185997,-78.14859772
Waskaganish Airport,Waskaganish,Canada,YKQ,51.47330093,-78.75830078
Aupaluk Airport,Aupaluk,Canada,YPJ,59.29669952,-69.59970093
Kimmirut Airport,Kimmirut,Canada,YLC,62.84999847,-69.88330078
Lansdowne House Airport,Lansdowne House,Canada,YLH,52.1955986,-87.93419647
Kangiqsualujjuaq (Georges River) Airport,Kangiqsualujjuaq,Canada,XGR,58.71139908,-65.99279785
Mary's Harbour Airport,Mary's Harbour,Canada,YMH,52.30279922,-55.84719849
Chapais Airport,Chibougamau,Canada,YMT,49.77190018,-74.52809906
Umiujaq Airport,Umiujaq,Canada,YUD,56.53609848,-76.51830292
Wemindji Airport,Wemindji,Canada,YNC,53.01060104,-78.83110046
Norway House Airport,Norway House,Canada,YNE,53.95830154,-97.84420013
Points North Landing Airport,Points North Landing,Canada,YNL,58.27669907,-104.0820007
Oxford House Airport,Oxford House,Canada,YOH,54.93330002,-95.27890015
Inukjuak Airport,Inukjuak,Canada,YPH,58.47190094,-78.07689667
Pikangikum Airport,Pikangikum,Canada,YPM,51.81969833,-93.97329712
Peawanuck Airport,Peawanuck,Canada,YPO,54.98809814,-85.44329834
Powell River Airport,Powell River,Canada,YPW,49.83420181,-124.5
The Pas Airport,The Pas,Canada,YQD,53.97140121,-101.0910034
Nakina Airport,Nakina,Canada,YQN,50.18280029,-86.6964035
Rae Lakes Airport,Gamètì,Canada,YRA,64.1160965,-117.3099976
Red Lake Airport,Red Lake,Canada,YRL,51.06689835,-93.79309845
Stony Rapids Airport,Stony Rapids,Canada,YSF,59.25030136,-105.8410034
Sanikiluaq Airport,Sanikiluaq,Canada,YSK,56.53779984,-79.24669647
St. Theresa Point Airport,St. Theresa Point,Canada,YST,53.84560013,-94.85189819
Big Trout Lake Airport,Big Trout Lake,Canada,YTL,53.81779861,-89.89689636
Deer Lake Airport,Deer Lake,Canada,YVZ,52.65579987,-94.06140137
Webequie Airport,Webequie,Canada,YWP,52.9593934,-87.37486839
Whale Cove Airport,Whale Cove,Canada,YXN,62.24000168,-92.59809875
Salluit Airport,Salluit,Canada,YZG,62.1794014,-75.66719818
York Landing Airport,York Landing,Canada,ZAC,56.08940125,-96.08920288
Ilford Airport,Ilford,Canada,ILF,56.06140137,-95.61389923
Bathurst Airport,Bathurst,Canada,ZBF,47.62969971,-65.73889923
Eastmain River Airport,Eastmain River,Canada,ZEM,52.22639847,-78.52249908
Fond-Du-Lac Airport,Fond-Du-Lac,Canada,ZFD,59.33440018,-107.1819992
Gods River Airport,Gods River,Canada,ZGI,54.83969879,-94.07859802
Swan River Airport,Swan River,Canada,ZJN,52.12060165,-101.2360001
Kashechewan Airport,Kashechewan,Canada,ZKE,52.28250122,-81.67780304
Muskrat Dam Airport,Muskrat Dam,Canada,MSA,53.44139862,-91.76280212
Masset Airport,Masset,Canada,ZMT,54.02750015,-132.125
Sachigo Lake Airport,Sachigo Lake,Canada,ZPB,53.89110184,-92.1964035
Round Lake (Weagamow Lake) Airport,Round Lake,Canada,ZRJ,52.9435997,-91.31279755
Sandy Lake Airport,Sandy Lake,Canada,ZSJ,53.06420135,-93.3443985
Shamattawa Airport,Shamattawa,Canada,ZTM,55.86560059,-92.08139801
Churchill Falls Airport,Churchill Falls,Canada,ZUM,53.56190109,-64.10639954
Wollaston Lake Airport,Wollaston Lake,Canada,ZWL,58.10689926,-103.1719971
Batna Airport,Batna,Algeria,BLJ,35.7521019,6.308589935
Béchar Boudghene Ben Ali Lotfi Airport,Béchar,Algeria,CBH,31.64570045,-2.269860029
Bordj Badji Mokhtar Airport,Bordj Badji Mokhtar,Algeria,BMW,21.375,0.923888981
Guemar Airport,Guemar,Algeria,ELU,33.51139832,6.776790142
Kumasi Airport,Kumasi,Ghana,KMS,6.714560032,-1.590819955
Heringsdorf Airport,Heringsdorf,Germany,HDF,53.87870026,14.15229988
Heide-Büsum Airport,Büsum,Germany,HEI,54.15333176,8.901666641
Helgoland-Düne Airport,Helgoland,Germany,HGL,54.18527985,7.915832996
Seinäjoki Airport,Seinäjoki / Ilmajoki,Finland,SJY,62.692101,22.8323
Nottingham Airport,Nottingham,United Kingdom,NQT,52.91999817,-1.079169989
Robin Hood Doncaster Sheffield Airport,"Doncaster, Sheffield",United Kingdom,DSA,53.48053781,-1.010656357
Campbeltown Airport,Campbeltown,United Kingdom,CAL,55.43719864,-5.686389923
Eday Airport,Eday,United Kingdom,EOI,59.19060135,-2.772219896
Fair Isle Airport,Fair Isle,United Kingdom,FIE,59.53580093,-1.628059983
North Ronaldsay Airport,North Ronaldsay,United Kingdom,NRL,59.36750031,-2.434439898
Papa Westray Airport,Papa Westray,United Kingdom,PPW,59.35169983,-2.900279999
Stronsay Airport,Stronsay,United Kingdom,SOY,59.15530014,-2.641390085
Sanday Airport,Sanday,United Kingdom,NDY,59.25030136,-2.576669931
Lerwick / Tingwall Airport,Lerwick,United Kingdom,LWK,60.19219971,-1.243610024
Westray Airport,Westray,United Kingdom,WRY,59.35029984,-2.950000048
Land's End Airport,Land's End,United Kingdom,LEQ,50.102798,-5.67056
Penzance Heliport,Penzance,United Kingdom,PZE,50.128101,-5.51845
Anglesey Airport,Angelsey,United Kingdom,VLY,53.24810028,-4.535339832
Barra Airport,Barra,United Kingdom,BRR,57.0228,-7.44306
Donegal Airport,Dongloe,Ireland,CFN,55.0442009,-8.340999603
Sindal Airport,Sindal,Denmark,CNL,57.503502,10.2294
Leknes Airport,Leknes,Norway,LKN,68.15249634,13.6093998
Namsos Høknesøra Airport,Namsos,Norway,OSY,64.47219849,11.57859993
"Mo i Rana Airport, Røssvoll",Mo i Rana,Norway,MQN,66.36389923,14.30140018
"Rørvik Airport, Ryum",Rørvik,Norway,RVK,64.83830261,11.14610004
Røst Airport,Røst,Norway,RET,67.52780151,12.10330009
Sandane Airport (Anda),Sandane,Norway,SDN,61.83000183,6.105830193
Sogndal Airport,Sogndal,Norway,SOG,61.156101,7.13778
Svolvær Helle Airport,Svolvær,Norway,SVJ,68.24330139,14.66919994
Sørkjosen Airport,Sorkjosen,Norway,SOJ,69.78679657,20.95940018
"Vardø Airport, Svartnes",Vardø,Norway,VAW,70.35540009,31.04490089
Værøy Heliport,Værøy,Norway,VRY,67.654555,12.727257
Bydgoszcz Ignacy Jan Paderewski Airport,Bydgoszcz,Poland,BZG,53.09680176,17.97769928
Łódź Władysław Reymont Airport,Lodz,Poland,LCJ,51.72190094,19.3980999
Åre Östersund Airport,Östersund,Sweden,OSD,63.19440079,14.50030041
Hagfors Airport,Hagfors,Sweden,HFS,60.02009964,13.57890034
Karlstad Airport,Karlstad,Sweden,KSD,59.44469833,13.33740044
Torsby Airport,Torsby,Sweden,TYF,60.1576004,12.99129963
Ängelholm-Helsingborg Airport,Ängelholm,Sweden,AGH,56.29610062,12.84710026
Storuman Airport,Mohed,Sweden,SQO,64.96089935,17.69659996
Hemavan Airport,Hemavan,Sweden,HMV,65.80609894,15.08279991
Ventspils International Airport,Ventspils,Latvia,VNT,57.35779953,21.5442009
Rand Airport,Johannesburg,South Africa,QRA,-26.24250031,28.15119934
Kruger Mpumalanga International Airport,Mpumalanga,South Africa,MQP,-25.38319969,31.10560036
Malamala Airport,Malamala,South Africa,AAM,-24.81809998,31.54459953
Mmabatho International Airport,Mafeking,South Africa,MBD,-25.79840088,25.54800034
Ghanzi Airport,Ghanzi,Botswana,GNZ,-21.69249916,21.65810013
Orapa Airport,Orapa,Botswana,ORP,-21.266701,25.3167
Shakawe Airport,Shakawe,Botswana,SWX,-18.37389946,21.83259964
Limpopo Valley Airport,Tuli Lodge,Botswana,TLD,-22.18919945,29.12689972
Ngot Nzoungou Airport,Loubomo,Congo (Brazzaville),DIS,-4.20635,12.6599
Chipata Airport,Chipata,Zambia,CIP,-13.55830002,32.58720016
Iconi Airport,Moroni,Comoros,YVA,-11.71080017,43.2439003
Antsalova Airport,Antsalova,Madagascar,WAQ,-18.701273,44.614921
Ankavandra Airport,Ankavandra,Madagascar,JVA,-18.80501,45.273467
Belo sur Tsiribihina Airport,Belo sur Tsiribihina,Madagascar,BMD,-19.68670082,44.54190063
Maintirano Airport,Maintirano,Madagascar,MXT,-18.049999,44.033001
Morafenobe Airport,Morafenobe,Madagascar,TVA,-17.850083,44.920467
Tambohorano Airport,Tambohorano,Madagascar,WTA,-17.47610092,43.97280121
Tsiroanomandidy Airport,Tsiroanomandidy,Madagascar,WTS,-18.759677,46.054065
Ambatondrazaka Airport,Ambatondrazaka,Madagascar,WAM,-17.795378,48.442583
Port Bergé Airport,Port Bergé,Madagascar,WPB,-15.584286,47.623587
Soalala Airport,Soalala,Madagascar,DWB,-16.10169,45.358837
Mampikony Airport,Mampikony,Madagascar,WMP,-16.07226934,47.64416456
Mandritsara Airport,Mandritsara,Madagascar,WMA,-15.833049,48.833284
Manja Airport,Manja,Madagascar,MJA,-21.426105,44.316509
Catumbela Airport,Catumbela,Angola,CBT,-12.4792,13.4869
Dundo Airport,Dundo,Angola,DUE,-7.400889874,20.81850052
Ngjiva Pereira Airport,Ondjiva,Angola,VPE,-17.0435009,15.68379974
Namibe Airport,Mocamedes,Angola,MSZ,-15.26119995,12.14680004
Koulamoutou Mabimbi Airport,Koulamoutou,Gabon,KOU,-1.184610009,12.44130039
Mouilla Ville Airport,Mouila,Gabon,MJL,-1.84513998,11.05669975
Tchibanga Airport,Tchibanga,Gabon,TCH,-2.849999905,11.0170002
Chimoio Airport,Chimoio,Mozambique,VPY,-19.15130043,33.42900085
Sarh Airport,Sarh,Chad,SRH,9.14444,18.374399
Club Makokola Airport,Club Makokola,Malawi,CMK,-14.30690002,35.13249969
Luderitz Airport,Luderitz,Namibia,LUD,-26.68740082,15.24289989
Ondangwa Airport,Ondangwa,Namibia,OND,-17.878201,15.9526
Oranjemund Airport,Oranjemund,Namibia,OMD,-28.5847,16.446699
Swakopmund Airport,Swakopmund,Namibia,SWP,-22.66189957,14.56809998
Eros Airport,Windhoek,Namibia,ERS,-22.61219978,17.08040047
Boma Airport,Boma,Congo (Kinshasa),BOA,-5.854000092,13.06400013
Tshimpi Airport,Matadi,Congo (Kinshasa),MAT,-5.799610138,13.44040012
Inongo Airport,Inongo,Congo (Kinshasa),INO,-1.947219968,18.28580093
Nioki Airport,Nioki,Congo (Kinshasa),NIO,-2.717499971,17.68470001
Basango Mboliasa Airport,Kiri,Congo (Kinshasa),KRZ,-1.434999943,19.02400017
Basankusu Airport,Basankusu,Congo (Kinshasa),BSU,1.224720001,19.78890038
Tshikapa Airport,Tshikapa,Congo (Kinshasa),TSH,-6.43833,20.794701
Lodja Airport,Lodja,Congo (Kinshasa),LJA,-3.417000055,23.45000076
Ilebo Airport,Ilebo,Congo (Kinshasa),PFR,-4.329919,20.590124
Outer Skerries Airport,Outer Skerries,United Kingdom,OUK,60.4252,-0.75
La Gomera Airport,La Gomera,Spain,GMZ,28.02960014,-17.21459961
Sherbro International Airport,Bonthe,Sierra Leone,BTE,7.532420158,-12.51889992
Bo Airport,Bo,Sierra Leone,KBS,7.944399834,-11.76099968
Kenema Airport,Kenema,Sierra Leone,KEN,7.891290188,-11.17660046
Osvaldo Vieira International Airport,Bissau,Guinea-Bissau,OXB,11.89480019,-15.65369987
Smara Airport,Smara,Western Sahara,SMW,26.7318,-11.6847
Dakhla Airport,Dakhla,Western Sahara,VIL,23.7183,-15.932
Mogador Airport,Essadouira,Morocco,ESU,31.39749908,-9.681670189
Hassan I Airport,El Aaiún,Western Sahara,EUN,27.151699,-13.2192
